Name,Position,Base Salary,Roster Bonus,Signing Bonus,Cap Hit
Brian Fineanganofo,T,"$495,000",0-,"$1,000","$496,000 "
DJ Montgomery,WR,"$495,000",0-,"$1,000","$496,000 "
Stephen Carlson,TE,"$495,000",0-,$833,"$495,833 "
Dorian Baker,WR,"$495,000",0-,$500,"$495,500 "
Anthony Stubbs,LB,"$495,000",0-,$500,"$495,500 "
Jermaine Ponder,CB,"$495,000",0-,$333,"$495,333 "
Ka’John Armstrong,T,"$495,000",0-,0-,"$495,000 "
Jhavonte Dean,CB,"$495,000",0-,0-,"$495,000 "
Daniel Ekuale,DT,"$495,000",0-,0-,"$495,000 "
Trayone Gray,RB,"$495,000",0-,0-,"$495,000 "
Willie Harvey,LB,"$495,000",0-,0-,"$495,000 "
Ishmael Hyman,WR,"$495,000",0-,0-,"$495,000 "
Blake Jackson,WR,"$495,000",0-,0-,"$495,000 "
Robert Jackson,CB,"$495,000",0-,0-,"$495,000 "
D’Ernest Johnson,RB,"$495,000",0-,0-,"$495,000 "
Tigie Sankoh,S,"$495,000",0-,0-,"$495,000 "
Brad Seaton,T,"$495,000",0-,0-,"$495,000 "
Damon Sheehy-Guiseppi,WR,"$495,000",0-,0-,"$495,000 "
Greedy Williams,CB,-,0-,0-,"$1,171,714 "
Sione Takitaki,LB,-,0-,0-,"$734,303 "
Sheldrick Redwine,S,-,0-,0-,"$674,416 "
Mack Wilson,LB,-,0-,0-,"$571,905 "
Austin Seibert,K,-,0-,0-,"$559,866 "
Drew Forbes,G,-,0-,0-,"$537,173 "
Donnie Lewis,CB,-,0-,0-,"$520,383 "
Kevin Zeitler,G,-,0-,0-,"$7,200,000 "
Jabrill Peppers,S,-,0-,0-,"$2,830,724 "
Jamie Collins,OLB,-,0-,0-,"$2,500,000 "
Carlos Hyde,RB,-,0-,0-,"$2,333,334 "
Corey Coleman,WR,-,0-,0-,"$1,669,091 "
Darren Fells,TE,-,0-,0-,"$1,400,000 "
Emmanuel Ogbah,DE,-,0-,0-,"$751,753 "
Howard Wilson,CB,-,0-,0-,"$303,502 "
Carl Nassib,DE,-,0-,0-,"$222,438 "
Shon Coleman,T,-,0-,0-,"$196,884 "
Ricardo Louis,WR,-,0-,0-,"$141,964 "
Roderick Johnson,T,-,0-,0-,"$133,478 "
Derrick Kindred,S,-,0-,0-,"$124,839 "
Simeon Thomas,CB,-,0-,0-,"$119,417 "
Caleb Brantley,DT,-,0-,0-,"$89,986 "
Spencer Drango,G,-,0-,0-,"$51,914 "
Zane Gonzalez,K,-,0-,0-,"$44,578 "
Matt Dayes,RB,-,0-,0-,"$32,134 "
Desmond Harrison,LT,-,0-,0-,"$6,666 "
Brogan Roback,QB,-,0-,0-,$667 
Tyron Smith,LT,"$10,000,000",0-,0-,"$15,545,000 "
Zack Martin,G,"$10,000,000",0-,"$4,000,000","$14,000,000 "
Amari Cooper,WR,"$13,924,000",0-,0-,"$13,924,000 "
DeMarcus Lawrence,DE,"$1,500,000","$4,600,000","$5,000,000","$11,100,000 "
Travis Frederick,C,"$6,000,000",0-,"$650,000","$10,975,000 "
Tyrone Crawford,DT,"$7,000,000",0-,"$2,000,000","$10,100,000 "
La'el Collins,RT,"$6,516,750",0-,"$1,333,334","$9,925,084 "
Robert Quinn,DE,"$6,000,000","$2,000,000",0-,"$8,000,000 "
Ezekiel Elliott,RB,"$3,853,137",0-,"$4,087,518","$7,940,655 "
Byron Jones,CB,"$6,266,000",0-,0-,"$6,266,000 "
Allen Hurns,WR,"$4,000,000","$1,000,000","$1,250,000","$6,250,000 "
Sean Lee,OLB,"$2,000,000","$937,500",0-,"$6,012,500 "
Randall Cobb,WR,"$2,000,000","$562,500","$2,000,000","$4,562,500 "
Jason Witten,TE,"$2,000,000","$2,250,000",0-,"$4,250,000 "
Jeff Heath,SS,"$2,000,000",0-,"$450,000","$2,950,000 "
Taco Charlton,DE,"$1,376,672",0-,"$1,358,343","$2,735,015 "
Leighton Vander,OLB,"$1,018,535",0-,"$1,674,142","$2,692,677 "
Chris Jones,P,"$1,800,000",0-,"$500,000","$2,300,000 "
Cameron Fleming,T,"$1,000,000","$500,000","$750,000","$2,250,000 "
Maliek Collins,DT,"$2,025,000",0-,"$220,288","$2,245,288 "
Joe Thomas,ILB,"$1,750,000","$187,500","$300,000","$2,237,500 "
Dak Prescott,QB,"$2,025,000",0-,"$95,849","$2,120,849 "
Jaylon Smith,ILB,"$1,335,678",0-,"$730,906","$2,066,584 "
Anthony Brown,CB,"$2,025,000",0-,"$33,739","$2,058,739 "
Jamize Olawale,FB,"$1,000,000","$100,000","$600,000","$1,700,000 "
Christian Covington,DT,"$1,000,000","$187,500","$500,000","$1,687,500 "
Joe Looney,G,"$1,000,000",0-,"$125,000","$1,625,000 "
Tavon Austin,WR,"$1,000,000","$328,125",0-,"$1,328,125 "
Connor Williams,G,"$729,500",0-,"$517,998","$1,247,498 "
Chidobe Awuzie,CB,"$854,417",0-,"$313,834","$1,168,251 "
Kerry Hyder,DT,"$700,000","$87,500","$100,000","$887,500 "
Trysten Hill,DT,"$495,000",0-,"$390,450","$885,450 "
Jourdan Lewis,CB,"$675,000",0-,"$188,357","$863,357 "
Michael Gallup,WR,"$629,000",0-,"$222,495","$851,495 "
Xavier Su'a-Filo,G,"$805,000",0-,"$25,000","$830,000 "
Kavon Frazier,S,"$720,000",0-,"$25,089","$745,089 "
Dorance Armstrong,DE,"$570,000",0-,"$167,499","$737,499 "
L.P. Ladouceur,LS,"$1,030,000",0-,"$90,000","$735,000 "
George Iloka,FS,"$930,000",0-,"$90,000","$735,000 "
C.J. Goodwin,S,"$720,000",0-,0-,"$720,000 "
Justin March,OLB,"$720,000",0-,0-,"$720,000 "
Darian Thompson,FS,"$720,000",0-,0-,"$720,000 "
Xavier Woods,FS,"$645,000",0-,"$39,972","$684,972 "
Dalton Schultz,TE,"$570,000",0-,"$113,089","$683,089 "
Noah Brown,WR,"$645,000",0-,"$17,984","$662,984 "
Tony Pollard,RB,"$495,000",0-,"$166,945","$661,945 "
Blake Jarwin,TE,"$645,000",0-,"$8,868","$653,868 "
Cooper Rush,QB,"$645,000",0-,"$1,668","$646,668 "
Darius Jackson,RB,"$645,000",0-,0-,"$645,000 "
Adam Redmond,G,"$645,000",0-,0-,"$645,000 "
Daniel Ross,DT,"$645,000",0-,0-,"$645,000 "
Devin Smith,WR,"$645,000",0-,0-,"$645,000 "
Cody Wichmann,G,"$645,000",0-,0-,"$645,000 "
Mike White,QB,"$570,000",0-,"$54,388","$624,388 "
Chris Covington,OLB,"$570,000",0-,"$39,077","$609,077 "
Rico Gathers,TE,"$570,000",0-,"$16,668","$586,668 "
Michael Jackson,CB,"$495,000",0-,"$75,855","$570,855 "
Treston Decoud,S,"$570,000",0-,0-,"$570,000 "
Korren Kirven,T,"$570,000",0-,0-,"$570,000 "
Lance Lenoir,WR,"$570,000",0-,0-,"$570,000 "
Brett Maher,K,"$570,000",0-,0-,"$570,000 "
Antwaun Woods,DT,"$570,000",0-,0-,"$570,000 "
Joe Jackson,DE,"$495,000",0-,"$71,422","$566,422 "
Donovan Wilson,S,"$495,000",0-,"$31,839","$526,839 "
Cedrick Wilson,WR,"$495,000",0-,"$29,602","$524,602 "
Mike Weber,RB,"$495,000",0-,"$27,098","$522,098 "
Jalen Jelks,OLB,"$495,000",0-,"$19,667","$514,667 "
Chris Westry,CB,"$495,000",0-,"$3,333","$498,333 "
Luke Gifford,LB,"$495,000",0-,"$1,666","$496,666 "
Brandon Knight,T,"$495,000",0-,"$1,666","$496,666 "
Larry Allen,G,"$495,000",0-,0-,"$495,000 "
Jake Campos,RB,"$495,000",0-,0-,"$495,000 "
Jordan Chunn,RB,"$495,000",0-,0-,"$495,000 "
Reggie Davis,WR,"$495,000",0-,0-,"$495,000 "
Andrew Dowell,LB,"$495,000",0-,0-,"$495,000 "
Jalen Guyton,WR,"$495,000",0-,0-,"$495,000 "
Nate Hall,LB,"$495,000",0-,0-,"$495,000 "
Mitch Hyatt,T,"$495,000",0-,0-,"$495,000 "
Jon’Vea Johnson,WR,"$495,000",0-,0-,"$495,000 "
Codey McElroy,TE,"$495,000",0-,0-,"$495,000 "
Donovan Olumba,CB,"$495,000",0-,0-,"$495,000 "
Justin Phillips,LB,"$495,000",0-,0-,"$495,000 "
Derrick Puni,T,"$495,000",0-,0-,"$495,000 "
Kyle Queiro,LB,"$495,000",0-,0-,"$495,000 "
Kasey Redfern,P,"$495,000",0-,0-,"$495,000 "
Jameill Showers,QB,"$495,000",0-,0-,"$495,000 "
Shakir Soto,DE,"$495,000",0-,0-,"$495,000 "
Ricky Walker,DE,"$495,000",0-,0-,"$495,000 "
Daniel Wise,DT,"$495,000",0-,0-,"$495,000 "
Connor McGovern,C,0-,0-,0-,0- 
Randy Gregory,OLB,"$955,217",-,"$310,000","$155,000 "
Trysten Hill,DT,-,-,"$310,000","$885,450 "
Connor McGovern,C,-,-,"$310,000","$714,687 "
Tony Pollard,RB,-,-,"$310,000","$661,944 "
Michael Jackson,CB,-,-,"$310,000","$570,565 "
Joe Jackson,DE,-,-,"$310,000","$566,422 "
Donovan Wilson,S,-,-,"$310,000","$526,838 "
Mike Weber,RB,-,-,"$310,000","$522,097 "
Jalen Jelks,OLB,-,-,"$310,000","$514,666 "
Terrance Williams,WR,-,-,"$310,000","$2,389,706 "
Orlando Scandrick,CB,-,-,"$310,000","$1,600,000 "
Charles Tapper,DE,-,-,"$310,000","$154,470 "
Bryce Johnson,G,-,-,"$310,000",$667 
Von Miller,OLB,"$17,000,000",0-,"$3,400,000","$25,125,000 "
Joe Flacco,QB,"$18,500,000",0-,0-,"$18,500,000 "
Emmanuel Sanders,WR,"$10,250,000",0-,"$2,687,500","$12,937,500 "
Chris Harris,CB,"$9,800,000","$1,250,000",0-,"$11,916,668 "
Derek Wolfe,DE,"$8,000,000","$500,000","$1,875,000","$10,925,000 "
Ron Leary,G,"$8,150,000","$93,750","$875,000","$9,218,750 "
Ja'Wuan James,RT,"$5,000,000",0-,"$3,000,000","$8,000,000 "
Bradley Chubb,DE,"$570,000","$1,149,602","$4,478,407","$6,198,009 "
Kareem Jackson,CB,"$3,000,000",0-,"$3,000,000","$6,000,000 "
Todd Davis,ILB,"$4,000,000",0-,"$1,000,000","$5,000,000 "
Bryce Callahan,CB,"$2,500,000","$406,250","$1,333,333","$4,239,583 "
Brandon McManus,K,"$2,750,000",0-,"$1,250,000","$4,000,000 "
Jeff Heuerman,TE,"$2,000,000","$687,500","$500,000","$3,187,500 "
Shelby Harris,DT,"$3,095,000",0-,0-,"$3,095,000 "
Garett Bolles,LT,"$1,467,900",0-,"$1,540,800","$3,008,700 "
Noah Fant,TE,"$495,000",0-,"$1,794,222","$2,289,222 "
Justin Simmons,FS,"$2,025,000",0-,"$161,355","$2,201,355 "
Connor McGovern,C,"$2,025,000",0-,"$65,975","$2,090,975 "
Will Parks,SS,"$2,025,000",0-,"$25,089","$2,050,089 "
Zach Kerr,DT,"$1,500,000","$250,000","$300,000","$2,050,000 "
Courtland Sutton,WR,"$790,996",0-,"$763,985","$1,554,981 "
Dekoda Watson,OLB,"$1,450,000","$50,000",0-,"$1,550,000 "
DeMarcus Walker,DE,"$926,260",0-,"$457,520","$1,383,780 "
Kevin Hogan,QB,"$900,000","$90,000","$300,000","$1,290,000 "
Adam Gotsis,DE,"$986,987",0-,"$265,984","$1,252,971 "
Casey Kreiter,LS,"$1,000,000",0-,0-,"$1,000,000 "
Royce Freeman,RB,"$661,000",0-,"$249,255","$910,255 "
Su'a Cravens,S,"$852,815",0-,0-,"$852,815 "
Devontae Booker,RB,"$720,000",0-,"$95,849","$815,849 "
Billy Winn,DE,"$805,000","$100,000",0-,"$805,000 "
Isaac Yiadom,CB,"$570,000",0-,"$190,379","$794,129 "
Andy Janovich,FB,"$720,000",0-,"$41,078","$761,078 "
Josey Jewell,ILB,"$570,000",0-,"$178,495","$748,495 "
Daesean Hamilton,WR,"$570,000",0-,"$170,659","$740,659 "
Jake Butt,TE,"$645,000",0-,"$75,234","$720,234 "
Jake Brendel,C,"$720,000",0-,0-,"$720,000 "
DeVante Bausby,CB,"$645,000",0-,"$10,000","$655,000 "
Don Barclay,RT,"$805,000",0-,0-,"$645,000 "
Chaz Green,T,"$805,000",0-,0-,"$645,000 "
Shamarko Thomas,SS,"$805,000",0-,0-,"$645,000 "
Joe Jones,OLB,"$645,000",0-,0-,"$645,000 "
Brendan Langley,CB,"$645,000",0-,0-,"$645,000 "
Mike Purcell,DT,"$645,000",0-,0-,"$645,000 "
Dymonte Thomas,S,"$645,000",0-,0-,"$645,000 "
Aaron Wallace,OLB,"$645,000",0-,0-,"$645,000 "
Elijah Wilkinson,G,"$645,000",0-,0-,"$645,000 "
Sam Jones,C,"$570,000",0-,"$42,138","$612,138 "
Keishawn Bierria,ILB,"$570,000",0-,"$29,602","$599,602 "
Phillip Lindsay,RB,"$570,000",0-,"$5,000","$575,000 "
Jamal Carter,SS,"$570,000",0-,"$3,334","$573,334 "
Justin Hollins,DE,"$495,000",0-,"$76,433","$571,433 "
Aaron Burbridge,WR,"$570,000",0-,0-,"$570,000 "
River Cracraft,WR,"$570,000",0-,0-,"$570,000 "
Jeff Holland,LB,"$570,000",0-,0-,"$570,000 "
A.J. Johnson,LB,"$570,000",0-,0-,"$570,000 "
Trey Marshall,S,"$570,000",0-,0-,"$570,000 "
Tim Patrick,WR,"$570,000",0-,0-,"$570,000 "
Colby Wadman,P,"$570,000",0-,0-,"$570,000 "
DeShawn Williams,DT,"$570,000",0-,0-,"$570,000 "
Troy Fumagalli,TE,"$495,000",0-,"$70,450","$565,450 "
Juwann Winfree,WR,"$495,000",0-,"$42,813","$537,813 "
Alijah Holder,CB,"$495,000",0-,"$6,000","$501,000 "
Malik Reed,OLB,"$495,000",0-,"$5,000","$500,000 "
Trinity Benson,WR,"$495,000",0-,"$3,333","$498,333 "
Joe Dineen,LB,"$495,000",0-,"$3,333","$498,333 "
Brett Rypien,QB,"$495,000",0-,"$3,333","$498,333 "
Josh Watson,LB,"$495,000",0-,"$2,500","$497,500 "
Devontae Jackson,RB,"$495,000",0-,"$2,333","$497,333 "
John Leglue,G,"$495,000",0-,"$1,666","$496,666 "
Kelvin McKnight,WR,"$495,000",0-,"$1,666","$496,666 "
Austin Fort,TE,"$495,000",0-,"$1,166","$496,166 "
Quinn Bailey,T,"$495,000",0-,"$1,000","$496,000 "
Romell Guerrier,WR,"$495,000",0-,"$1,000","$496,000 "
George Aston,FB,"$495,000",0-,$666,"$495,666 "
Ahmad Gooden,DE,"$495,000",0-,$666,"$495,666 "
Taylor Bertolet,K,"$495,000",0-,0-,"$495,000 "
Fred Brown,WR,"$495,000",0-,0-,"$495,000 "
Ryan Crozier,G,"$495,000",0-,0-,"$495,000 "
Bug Howard,WR,"$495,000",0-,0-,"$495,000 "
Nathan Jacobson,T,"$495,000",0-,0-,"$495,000 "
Trey Johnson,CB,"$495,000",0-,0-,"$495,000 "
Khalfani Muhammad,RB,"$495,000",0-,0-,"$495,000 "
Horace Richardson,CB,"$495,000",0-,0-,"$495,000 "
Jake Rodgers,T,"$495,000",0-,0-,"$495,000 "
Austin Schlottmann,G,"$495,000",0-,0-,"$495,000 "
Deyon Sizer,DT,"$495,000",0-,0-,"$495,000 "
Linden Stephens,S,"$495,000",0-,0-,"$495,000 "
Dre'Mont Jones,DE,0-,0-,0-,0- 
Drew Lock,QB,0-,0-,0-,0- 
Dalton Risner,G,0-,0-,0-,0- 
NIco Falah,C,"$393,000",-,"$9,411","$402,411 "
Noah Fant,TE,-,-,"$9,411","$2,282,383 "
Dalton Risner,T,-,-,"$9,411","$1,295,534 "
Drew Lock,QB,-,-,"$9,411","$1,271,722 "
Dre'Mont Jones,DE,-,-,"$9,411","$760,585 "
Justin Hollins,DE,-,-,"$9,411","$571,431 "
Juwann Winfree,WR,-,-,"$9,411","$537,812 "
Case Keenum,QB,"$3,500,000",-,"$9,411","$7,000,000 "
Brandon Marshall,ILB,-,-,"$9,411","$4,000,000 "
Demaryius Thomas,WR,-,-,"$9,411","$3,533,334 "
Darian Stewart,FS,-,-,"$9,411","$2,800,000 "
Menelik Watson,RT,-,-,"$9,411","$1,333,334 "
Paxton Lynch,QB,-,-,"$9,411","$1,272,963 "
Carlos Henderson,WR,-,-,"$9,411","$408,992 "
Brendan Langley,CB,-,-,"$9,411","$353,144 "
Marquette King,P,-,-,"$9,411","$333,334 "
Isaiah McKenzie,WR,-,-,"$9,411","$117,922 "
De'Angelo Henderson,RB,-,-,"$9,411","$72,576 "
David Williams,RB,-,-,"$9,411","$70,485 "
Chad Kelly,QB,-,-,"$9,411","$32,134 "
A.J. Johnson,LB,-,-,"$9,411","$23,334 "
Jaylen Johnson,DE,"$7,500",-,"$9,411","$10,000 "
Brian Wallace,T,"$5,000",-,"$9,411","$10,000 "
Jeff Holland,LB,-,-,"$9,411","$10,000 "
Leon Johnson,T,-,-,"$9,411","$6,667 "
Jimmy Williams,WR,-,-,"$9,411","$6,667 "
John Diarse,WR,-,-,"$9,411","$5,334 "
Trey Marshall,S,-,-,"$9,411","$3,334 "
Austin Schlottmann,G,-,-,"$9,411","$3,334 "
Matthew Stafford,QB,"$13,500,000","$5,500,000","$10,000,000","$29,500,000 "
Darius Slay,CB,"$12,550,000","$234,375","$2,900,000","$15,934,375 "
Ricky Wagner,RT,"$9,000,000",0-,"$2,900,000","$11,900,000 "
Marvin Jones,WR,"$6,500,000",0-,"$1,600,000","$9,183,333 "
Damon Harrison,DT,"$6,750,000",0-,0-,"$7,000,000 "
Trey Flowers,DE,"$805,000",0-,"$5,614,000","$6,419,000 "
Quandre Diggs,SS,"$2,657,000","$2,100,000","$1,125,000","$5,982,000 "
Devon Kennard,OLB,"$3,500,000","$351,555","$1,750,000","$5,951,555 "
Theo Riddick,RB,"$3,450,000","$87,500","$962,500","$4,625,000 "
Danny Amendola,WR,"$4,250,000","$234,375",0-,"$4,484,375 "
Christian Jones,OLB,"$2,450,000","$300,000","$875,000","$4,175,000 "
T.J. Hockenson,TE,"$495,000",0-,"$3,108,859","$3,603,859 "
Taylor Decker,LT,"$1,945,498",0-,"$1,543,997","$3,489,495 "
Matt Prater,K,"$2,200,000","$200,000","$900,000","$3,400,000 "
Kenny Wiggins,G,"$2,500,000","$250,000","$375,000","$3,125,000 "
Sam Martin,P,"$2,400,000",0-,"$500,000","$3,000,000 "
Jarrad Davis,ILB,"$1,462,198",0-,"$1,529,396","$2,991,594 "
Justin Coleman,CB,"$805,000",0-,"$2,029,000","$2,884,000 "
Frank Ragnow,G,"$1,015,461",0-,"$1,661,843","$2,677,304 "
Jesse James,TE,"$805,000",0-,"$1,429,000","$2,284,000 "
Graham Glasgow,C,"$2,025,000",0-,"$161,355","$2,186,355 "
Rashaan Melvin,CB,"$1,300,000","$131,250","$600,000","$2,131,250 "
Tavon Wilson,SS,"$1,000,000","$140,625","$875,000","$2,065,625 "
Romeo Okwara,DE,"$720,000","$117,188","$901,666","$1,788,854 "
A'Shawn Robinson,DT,"$1,163,678",0-,"$501,570","$1,665,248 "
Kerryon Johnson,RB,"$775,622",0-,"$702,489","$1,478,111 "
C.J. Anderson,RB,"$1,000,000","$137,500","$200,000","$1,437,500 "
Jalen Tabor,CB,"$903,453",0-,"$411,905","$1,315,358 "
Jahlani Tavai,LB,"$495,000",0-,"$758,449","$1,253,449 "
Oday Aboushi,G,"$1,000,000",0-,"$250,000","$1,250,000 "
Tommylee Lewis,WR,"$720,000","$100,000","$50,000","$920,000 "
Andrew Adams,S,"$720,000","$81,250","$100,000","$901,250 "
Miles Killebrew,FS,"$720,000",0-,"$144,641","$864,641 "
Kenny Golladay,WR,"$676,000",0-,"$179,706","$855,706 "
Tracy Walker,S,"$628,000",0-,"$220,497","$848,497 "
Jalen Reeves-Maybin,OLB,"$645,000",0-,"$154,721","$799,721 "
Michael Roberts,TE,"$645,000",0-,"$150,784","$795,784 "
Joe Dahl,G,"$720,000",0-,"$61,481","$781,481 "
Da'shawn Hand,DE,"$570,000",0-,"$170,491","$740,491 "
Don Muhlbach,LS,"$1,030,000",0-,"$90,000","$735,000 "
Marcus Cooper,CB,"$805,000",0-,"$90,000","$735,000 "
Tom Savage,QB,"$805,000",0-,"$90,000","$735,000 "
Logan Thomas,TE,"$805,000","$30,000","$30,000","$735,000 "
Will Harris,S,"$495,000",0-,"$238,061","$733,061 "
Darius Kilgo,DT,"$720,000",0-,0-,"$720,000 "
Jamal Agnew,CB,"$645,000",0-,"$64,591","$709,591 "
Andrew Donnal,G,"$805,000",0-,"$15,000","$685,000 "
Austin Bryant,DE,"$495,000",0-,"$182,459","$677,459 "
Jerome Cunningham,TE,"$645,000",0-,0-,"$645,000 "
Andy Jones,WR,"$645,000",0-,0-,"$645,000 "
Eric Lee,DE,"$645,000",0-,0-,"$645,000 "
Charles Washington,CB,"$645,000",0-,0-,"$645,000 "
Tyrell Crosby,G,"$570,000",0-,"$71,920","$641,920 "
Amani Oruwariye,CB,"$495,000",0-,"$80,526","$575,526 "
Brandon Powell,WR,"$570,000",0-,"$4,000","$574,000 "
Michael Ford,CB,"$570,000",0-,0-,"$570,000 "
Leo Koloamatangi,T,"$570,000",0-,0-,"$570,000 "
Mitchell Loewen,TE,"$570,000",0-,0-,"$570,000 "
Steve Longa,OLB,"$570,000",0-,0-,"$570,000 "
Brandon Reilly,WR,"$570,000",0-,0-,"$570,000 "
Dee Virgin,CB,"$570,000",0-,0-,"$570,000 "
Travis Fulgham,WR,"$495,000",0-,"$44,538","$539,538 "
Ty Johnson,RB,"$495,000",0-,"$42,976","$537,976 "
Isaac Nauta,TE,"$495,000",0-,"$25,016","$520,016 "
P.J. Johnson,DT,"$495,000",0-,"$24,037","$519,037 "
Nick Bawden,FB,"$495,000",0-,"$21,051","$516,051 "
Ryan Pope,T,"$495,000",0-,"$6,667","$501,666 "
Malik Carney,DE,"$495,000",0-,"$3,333","$498,333 "
Deontez Alexander,WR,"$495,000",0-,0-,"$495,000 "
John Atkins,DT,"$495,000",0-,0-,"$495,000 "
Beau Benzschawel,G,"$495,000",0-,0-,"$495,000 "
Andre Chachere,CB,"$495,000",0-,0-,"$495,000 "
Garret Dooley,LB,"$495,000",0-,0-,"$495,000 "
Jon Duhart,WR,"$495,000",0-,0-,"$495,000 "
Tom Kennedy,WR,"$495,000",0-,0-,"$495,000 "
Chris Lacy,WR,"$495,000",0-,0-,"$495,000 "
Tre Lemar,LB,"$495,000",0-,0-,"$495,000 "
C.J. Moore,S,"$495,000",0-,0-,"$495,000 "
Matt Nelson,DT,"$495,000",0-,0-,"$495,000 "
Anthony Pittman,LB,"$495,000",0-,0-,"$495,000 "
Ryan Santoso,K,"$495,000",0-,0-,"$495,000 "
Ray Smith,DT,"$495,000",0-,0-,"$495,000 "
Micah St.,G,"$495,000",0-,0-,"$495,000 "
Kevin Strong,DT,"$495,000",0-,0-,"$495,000 "
Mark Thompson,RB,"$495,000",0-,0-,"$495,000 "
Jonathan Wynn,DE,"$495,000",0-,0-,"$495,000 "
Luke Bowanko,C,0-,0-,0-,0- 
David Fales,QB,0-,0-,0-,0- 
Jermaine Kearse,WR,0-,0-,0-,0- 
Zach Zenner,RB,0-,0-,0-,0- 
T.J. Hockenson,TE,-,0-,0-,"$3,592,008 "
Jahlani Tavai,LB,-,0-,0-,"$1,250,557 "
Will Harris,S,-,0-,0-,"$732,155 "
Austin Bryant,DE,-,0-,0-,"$677,459 "
Amani Oruwariye,CB,-,0-,0-,"$575,526 "
Travis Fulgham,WR,-,0-,0-,"$539,536 "
Ty Johnson,RB,-,0-,0-,"$537,974 "
Isaac Nauta,TE,-,0-,0-,"$520,016 "
P.J. Johnson,DT,-,0-,0-,"$519,037 "
T.J. Lang,G,-,0-,0-,"$2,666,668 "
Glover Quin,FS,-,0-,0-,"$1,666,668 "
Nevin Lawson,CB,-,0-,0-,"$1,125,000 "
Jeremiah Ledbetter,DT,-,0-,0-,"$72,080 "
Anthony Zettel,DE,-,0-,0-,"$30,930 "
Dwayne Washington,RB,-,0-,0-,"$18,941 "
Chad Meredith,LB,-,0-,0-,"$6,667 "
Michael Ford,CB,-,0-,0-,"$5,000 "
Aaron Rodgers,QB,"$1,100,000","$13,400,000","$11,500,000","$26,500,000 "
David Bakhtiari,LT,"$8,500,000","$2,000,000","$3,200,000","$14,200,000 "
Jimmy Graham,TE,"$3,450,000","$5,300,000","$3,666,666","$12,666,666 "
Davante Adams,WR,"$2,750,000","$4,000,000","$3,600,000","$10,850,000 "
Mike Daniels,DE,"$7,600,000","$312,500","$2,400,000","$10,712,500 "
Bryan Bulaga,RT,"$5,800,000","$700,000","$1,600,000","$8,350,000 "
Corey Linsley,C,"$4,300,000","$1,500,000","$2,000,000","$8,150,000 "
Za'Darius Smith,OLB,"$1,000,000","$500,000","$5,000,000","$7,250,000 "
Tramon Williams,CB,"$3,250,000","$1,400,000","$1,625,000","$6,375,000 "
Preston Smith,OLB,"$850,000","$500,000","$4,000,000","$6,000,000 "
Adrian Amos,FS,"$1,250,000","$1,400,000","$2,750,000","$5,900,000 "
Lane Taylor,G,"$2,600,000","$1,250,000","$1,250,000","$5,475,000 "
Mason Crosby,K,"$3,200,000","$250,000","$1,250,000","$4,850,000 "
Billy Turner,G,"$1,350,000","$300,000","$2,250,000","$4,250,000 "
Kenny Clark,DT,"$1,726,588",0-,"$1,252,119","$2,978,707 "
Rashan Gary,DE,"$495,000",0-,"$2,391,784","$2,886,784 "
Jaire Alexander,CB,"$1,027,761",0-,"$1,711,041","$2,738,802 "
Geronimo Allison,WR,"$1,450,000","$156,250","$750,000","$2,456,250 "
Darnell Savage,S,"$495,000",0-,"$1,780,943","$2,275,943 "
Kyler Fackrell,OLB,"$2,010,000",0-,"$173,512","$2,198,512 "
Dean Lowry,DE,"$2,025,000",0-,"$95,849","$2,120,849 "
Blake Martinez,ILB,"$2,025,000",0-,"$95,849","$2,120,849 "
Marcedes Lewis,TE,"$1,050,000","$500,000","$500,000","$2,100,000 "
Kevin King,CB,"$1,108,717",0-,"$822,433","$1,931,150 "
Jason Spriggs,T,"$1,132,404",0-,"$459,873","$1,592,277 "
Josh Jackson,CB,"$764,368",0-,"$657,473","$1,421,841 "
Elgton Jenkins,C,"$495,000",0-,"$735,389","$1,230,389 "
Josh Jones,SS,"$849,856",0-,"$304,711","$1,154,567 "
DeShone Kizer,QB,"$914,856",0-,0-,"$914,856 "
Montravius Adams,DT,"$671,000",0-,"$186,194","$872,194 "
Oren Burks,OLB,"$606,500",0-,"$205,189","$836,689 "
Kapri Bibbs,RB,"$805,000",0-,0-,"$805,000 "
Jamaal Williams,RB,"$645,000",0-,"$141,498","$786,498 "
Trevor Davis,WR,"$720,000",0-,"$56,794","$776,794 "
Dan Vitale,FB,"$720,000",0-,0-,"$720,000 "
Aaron Jones,RB,"$645,000",0-,"$50,487","$695,487 "
J'Mon Moore,WR,"$570,000",0-,"$113,089","$683,089 "
Malcolm Johnson,FB,"$645,000",0-,0-,"$645,000 "
Justin McCray,G,"$645,000",0-,0-,"$645,000 "
Adam Pankey,T,"$645,000",0-,0-,"$645,000 "
Lucas Patrick,G,"$645,000",0-,0-,"$645,000 "
Deon Simon,DT,"$645,000",0-,0-,"$645,000 "
Michael Tyson,CB,"$645,000",0-,0-,"$645,000 "
JK Scott,P,"$570,000",0-,"$54,388","$624,388 "
Marquez Valdes-Scantling,WR,"$570,000",0-,"$54,388","$624,388 "
Equanimeous St.,WR,"$570,000",0-,"$29,602","$599,602 "
Hunter Bradley,LS,"$570,000",0-,"$19,335","$589,335 "
Cole Madison,G,"$495,000",0-,"$81,082","$576,082 "
Kinsley Keke,DT,"$495,000",0-,"$78,316","$573,316 "
